book_id,goodreads_book_id,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,image_url,small_image_url
8767,99452,Piers Anthony,1982,"Ogre, Ogre (Xanth, #5)","Ogre, Ogre (Xanth #5)",,3.73,13795,https://images.gr-assets.com/books/1350835009m/99452.jpg,https://images.gr-assets.com/books/1350835009s/99452.jpg
8768,892295,"Arthur Conan Doyle, William S. Baring-Gould",1967,The Annotated Sherlock Holmes,The Annotated Sherlock Holmes: The Four Novels and the Fifty-Six Short Stories Complete (2 Volume Set),,4.58,9551,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8769,18693621,Joanna Wylde,2014,Devil's Game,"Devil's Game (Reapers MC, #3)",eng,4.3,20085,https://images.gr-assets.com/books/1433115819m/18693621.jpg,https://images.gr-assets.com/books/1433115819s/18693621.jpg
8770,8793878,Nicky Charles,2010,The Keeping,"The Keeping (Law of the Lycans, #3)",eng,4.18,12852,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8771,760205,Mercer Mayer,1968,There's a Nightmare in My Closet (Pied Piper Book),There's a Nightmare in My Closet,,4.22,13413,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8772,20768868,Patricia Cornwell,2014,Flesh and Blood,"Flesh and Blood (Kay Scarpetta, #22)",eng,3.67,8447,https://images.gr-assets.com/books/1403704254m/20768868.jpg,https://images.gr-assets.com/books/1403704254s/20768868.jpg
8773,441618,Beth Moore,1999,Breaking Free,Breaking Free: Discover the Victory of Total Surrender,,4.43,9922,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8774,132609,Eric Hill,1980,Where's Spot? ,Where's Spot?,eng,4.05,13105,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8775,25772000,"Penelope Ward, Vi Keeland",2015,Cocky Bastard,Cocky Bastard,eng,4.18,14964,https://images.gr-assets.com/books/1436524506m/25772000.jpg,https://images.gr-assets.com/books/1436524506s/25772000.jpg
8776,78674,Jan Karon,1997,Out to Canaan (Mitford),"Out to Canaan (Mitford Years, #4)",eng,4.28,12491,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8777,2235597,"James Patterson, Michael Ledwidge",2007,The Dangerous Days of Daniel X,"The Dangerous Days of Daniel X (Daniel X, #1)",en-US,3.57,14222,https://images.gr-assets.com/books/1266659390m/2235597.jpg,https://images.gr-assets.com/books/1266659390s/2235597.jpg
8778,10868182,"Camilla Läckberg, Tiina Nunnally",2007,Tyskungen,"The Hidden Child (Patrik Hedström, #5)",,3.94,7998,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8779,122212,Terry McMillan,1992,Waiting to Exhale,Waiting to Exhale (Waiting To Exhale #1),,3.94,11315,https://images.gr-assets.com/books/1309282766m/122212.jpg,https://images.gr-assets.com/books/1309282766s/122212.jpg
8780,8369681,Elizabeth Eulberg,2011,Prom and Prejudice,Prom and Prejudice,eng,3.82,16286,https://images.gr-assets.com/books/1281991654m/8369681.jpg,https://images.gr-assets.com/books/1281991654s/8369681.jpg
8781,13074,Carl Hiaasen,1993,Strip Tease,Strip Tease,en-US,3.82,11308,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8782,22175,Gabriel García Márquez,1992,Doce cuentos peregrinos,Strange Pilgrims,,4.02,5911,https://images.gr-assets.com/books/1411334612m/22175.jpg,https://images.gr-assets.com/books/1411334612s/22175.jpg
8783,760110,Kevin J. Anderson,1994,"Jedi Search (Star Wars: The Jedi Academy Trilogy, #1)","Jedi Search (Star Wars: The Jedi Academy Trilogy, #1)",eng,3.64,12686,https://images.gr-assets.com/books/1327958212m/760110.jpg,https://images.gr-assets.com/books/1327958212s/760110.jpg
8784,456057,Ted Dekker,2005,Showdown by Ted Dekker Signature Edition,"Showdown (Paradise, #1)",eng,3.93,11122,https://images.gr-assets.com/books/1329547365m/456057.jpg,https://images.gr-assets.com/books/1329547365s/456057.jpg
8785,16299341,J.D. Robb,2013,Thankless in Death ,"Thankless in Death (In Death, #37)",eng,4.28,11740,https://images.gr-assets.com/books/1371102498m/16299341.jpg,https://images.gr-assets.com/books/1371102498s/16299341.jpg
8786,46460,John le Carré,1961,Call for the Dead,Call for the Dead,,3.77,9611,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8787,7999,Brian Jacques,1998,Marlfox,"Marlfox (Redwall, #11)",,3.99,13426,https://images.gr-assets.com/books/1311702426m/7999.jpg,https://images.gr-assets.com/books/1311702426s/7999.jpg
8788,14028,"Yasunari Kawabata, Edward G. Seidensticker",1937,雪国 ,Snow Country,eng,3.7,9942,https://images.gr-assets.com/books/1474272606m/14028.jpg,https://images.gr-assets.com/books/1474272606s/14028.jpg
8789,122574,J. Maarten Troost,2006,Getting Stoned with Savages: A Trip Through the Islands of Fiji and Vanuatu,Getting Stoned with Savages: A Trip Through the Islands of Fiji and Vanuatu,,3.86,10292,https://images.gr-assets.com/books/1320524119m/122574.jpg,https://images.gr-assets.com/books/1320524119s/122574.jpg
8790,66470,Robin Cook,1997,Chromosome 6,"Chromosome 6 (Jack Stapleton & Laurie Montgomery, #3)",en-US,3.89,11572,https://images.gr-assets.com/books/1290140777m/66470.jpg,https://images.gr-assets.com/books/1290140777s/66470.jpg
8791,893731,Dave Barry,1999,Big Trouble,Big Trouble,eng,3.81,10954,https://images.gr-assets.com/books/1429999879m/893731.jpg,https://images.gr-assets.com/books/1429999879s/893731.jpg
8792,17877,"Fyodor Dostoyevsky, Ergin Altay",1861,Записки из Мёртвого дома,The House of the Dead,eng,4.03,8354,https://images.gr-assets.com/books/1327908745m/17877.jpg,https://images.gr-assets.com/books/1327908745s/17877.jpg
8793,342667,Kim Gruenenfelder,2005,"A Total Waste of Makeup (Charlize Edwards, #1)","A Total Waste of Makeup (Charlize Edwards, #1)",,3.69,10464,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8794,1045757,Morris Gleitzman,2005,Once,"Once (Once, #1)",,4.2,11045,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8795,47922,Cecily von Ziegesar,2003,Because I'm Worth It,"Because I'm Worth It (Gossip Girl, #4)",,3.57,13443,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8796,20820995,John Sandford,2014,,"Deadline (Virgil Flowers, #8)",,4.19,8057,https://images.gr-assets.com/books/1396837852m/20820995.jpg,https://images.gr-assets.com/books/1396837852s/20820995.jpg
8797,9893355,Sara Shepard,2012,"Stunning (Pretty Little Liars, #11)","Stunning (Pretty Little Liars, #11)",en-US,3.95,13636,https://images.gr-assets.com/books/1320516289m/9893355.jpg,https://images.gr-assets.com/books/1320516289s/9893355.jpg
8798,481462,Gary Brandner,1977,The Howling,The Howling,eng,3.92,10414,https://images.gr-assets.com/books/1285664467m/481462.jpg,https://images.gr-assets.com/books/1285664467s/481462.jpg
8799,239917,Roger Zelazny,1975,Sign of the Unicorn,Sign of the Unicorn (The Chronicles of Amber #3),en-US,4.14,12510,https://images.gr-assets.com/books/1368213756m/239917.jpg,https://images.gr-assets.com/books/1368213756s/239917.jpg
8800,3276072,Carl Hiaasen,2009,Scat,Scat,en-US,3.94,13291,https://images.gr-assets.com/books/1293763551m/3276072.jpg,https://images.gr-assets.com/books/1293763551s/3276072.jpg
8801,22304,Douglas Coupland,1994,Life after God,Life After God,eng,3.82,8659,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8802,12786,John Berendt,2005,The City of Falling Angels,The City of Falling Angels,eng,3.52,11333,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8803,12598982,Rosamund Lupton,2011,Afterwards,Afterwards,,3.79,11041,https://images.gr-assets.com/books/1330957613m/12598982.jpg,https://images.gr-assets.com/books/1330957613s/12598982.jpg
8804,1667423,Ilana Tan,2007,Autumn in Paris,Autumn in Paris,ind,4.07,9355,https://images.gr-assets.com/books/1409579772m/1667423.jpg,https://images.gr-assets.com/books/1409579772s/1667423.jpg
8805,50453,Charles Bukowski,1983,Hot Water Music,Hot Water Music,en-US,3.93,8815,https://images.gr-assets.com/books/1428126071m/50453.jpg,https://images.gr-assets.com/books/1428126071s/50453.jpg
8806,37619,Wilbur Smith,1995,Warlock: A Novel of Ancient Egypt,"Warlock (Ancient Egypt, #3)",eng,4.02,9718,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8807,21531503,Oprah Winfrey,2014,,What I Know for Sure,eng,4.12,9006,https://images.gr-assets.com/books/1400988917m/21531503.jpg,https://images.gr-assets.com/books/1400988917s/21531503.jpg
8808,8575295,Amanda Hocking,2010,Wisdom,"Wisdom (My Blood Approves, #4)",eng,4.04,12933,https://images.gr-assets.com/books/1282281680m/8575295.jpg,https://images.gr-assets.com/books/1282281680s/8575295.jpg
8809,13547234,Colm Tóibín,2012,The Testament of Mary,The Testament of Mary,,3.61,9050,https://images.gr-assets.com/books/1339797728m/13547234.jpg,https://images.gr-assets.com/books/1339797728s/13547234.jpg
8810,17406847,Sara B. Larson,2014,Defy,"Defy (Defy, #1)",eng,3.74,15160,https://images.gr-assets.com/books/1371226819m/17406847.jpg,https://images.gr-assets.com/books/1371226819s/17406847.jpg
8811,31493,Fannie Flagg,1998,,"Standing in the Rainbow (Elmwood Springs, #2)",eng,4.02,11856,https://images.gr-assets.com/books/1304980220m/31493.jpg,https://images.gr-assets.com/books/1304980220s/31493.jpg
8812,817199,Mircea Eliade,1933,Maitreyi,Maitreyi,rum,3.92,11079,https://images.gr-assets.com/books/1303896468m/817199.jpg,https://images.gr-assets.com/books/1303896468s/817199.jpg
8813,13051316,Christina McKenna,2008,The Misremembered Man,The Misremembered Man (Tailorstown #1),eng,3.72,5804,https://images.gr-assets.com/books/1327875304m/13051316.jpg,https://images.gr-assets.com/books/1327875304s/13051316.jpg
8814,4599,Glen David Gold,2001, Carter Beats the Devil,Carter Beats the Devil,eng,4.09,10000,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8815,436806,"Georges Bataille, Joachim Neugroschel, Dovid Bergelson",1928,Histoire de l'oeil,Story of the Eye,eng,3.71,9227,https://images.gr-assets.com/books/1490682356m/436806.jpg,https://images.gr-assets.com/books/1490682356s/436806.jpg
8816,4609710,Kate Jacobs,2007,Knit Two,"Knit Two (Friday Night Knitting Club, #2)",en-US,3.47,11843,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8817,95144,Maurice Sendak,1970,In the Night Kitchen,In the Night Kitchen,eng,4.06,13263,https://images.gr-assets.com/books/1327934189m/95144.jpg,https://images.gr-assets.com/books/1327934189s/95144.jpg
8818,11446,Raymond Carver,1976,"Will You Please Be Quiet, Please?","Will You Please Be Quiet, Please?",eng,4.29,8568,https://images.gr-assets.com/books/1360355821m/11446.jpg,https://images.gr-assets.com/books/1360355821s/11446.jpg
8819,46201,"Rainer Maria Rilke, Stephen Mitchell, Robert Hass",1976,,The Selected Poetry of Rainer Maria Rilke,mul,4.4,11223,https://images.gr-assets.com/books/1343101334m/46201.jpg,https://images.gr-assets.com/books/1343101334s/46201.jpg
8820,8843801,Larissa Ione,2011,Eternal Rider,"Eternal Rider (Lords of Deliverance, #1, Demonica, #6)",eng,4.21,18214,https://images.gr-assets.com/books/1305020644m/8843801.jpg,https://images.gr-assets.com/books/1305020644s/8843801.jpg
8821,105189,"Gabriel García Márquez, Randolph Hogan",1970,Relato de un náufrago,The Story of a Shipwrecked Sailor,eng,3.73,5354,https://images.gr-assets.com/books/1450711004m/105189.jpg,https://images.gr-assets.com/books/1450711004s/105189.jpg
8822,18079757,J.D. Robb,2014,Concealed in Death,"Concealed in Death (In Death, #38)",eng,4.25,10444,https://images.gr-assets.com/books/1457447121m/18079757.jpg,https://images.gr-assets.com/books/1457447121s/18079757.jpg
8823,131830,Christiane Northrup,1994,"Women's Bodies, Women's Wisdom: Creating Physical and Emotional Health and Healing","Women's Bodies, Women's Wisdom: Creating Physical and Emotional Health and Healing",,4.32,9867,https://images.gr-assets.com/books/1320512401m/131830.jpg,https://images.gr-assets.com/books/1320512401s/131830.jpg
8824,37298,John Sandford,1995,Mind Prey,"Mind Prey (Lucas Davenport, #7)",en-US,4.19,12833,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8825,24961531,Lindsay Ashford,2015,,The Color of Secrets,,3.85,9477,https://images.gr-assets.com/books/1424234214m/24961531.jpg,https://images.gr-assets.com/books/1424234214s/24961531.jpg
8826,209966,"Warren Ellis, John Cassaday",2000,"Planetary, Volume 1: All Over the World and Other Stories","Planetary, Volume 1: All Over the World and Other Stories",eng,4.21,11808,https://images.gr-assets.com/books/1374683466m/209966.jpg,https://images.gr-assets.com/books/1374683466s/209966.jpg
8827,17926775,Danielle L. Jensen,2014,Stolen Songbird,"Stolen Songbird (The Malediction Trilogy, #1)",eng,3.97,15026,https://images.gr-assets.com/books/1386265289m/17926775.jpg,https://images.gr-assets.com/books/1386265289s/17926775.jpg
8828,13167847,Andy Cohen,2012,,Most Talkative: Stories from the Front Lines of Pop Culture,,3.79,9789,https://images.gr-assets.com/books/1335383485m/13167847.jpg,https://images.gr-assets.com/books/1335383485s/13167847.jpg
8829,228194,Stephen King,1996,"The Green Mile, Part 2: The Mouse on the Mile","The Green Mile, Part 2: The Mouse on the Mile",eng,4.47,11985,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8830,43345,Mary Higgins Clark,1982,A Cry in the Night,A Cry In The Night,eng,3.84,12157,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8831,100322,"Assata Shakur, Angela Y. Davis, Lennox S. Hinds",1987,Assata: An Autobiography,Assata: An Autobiography,eng,4.48,10518,https://images.gr-assets.com/books/1328857268m/100322.jpg,https://images.gr-assets.com/books/1328857268s/100322.jpg
8832,32636,Clive Barker,2004,"Days of Magic, Nights of War","Days of Magic, Nights of War (Abarat, #2)",en-US,4.2,10755,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8833,789559,"Paul Galdone, Peter Christen Asbjørnsen",1841,The Three Billy Goats Gruff,The Three Billy Goats Gruff,eng,4.14,12918,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8834,17166702,Willow Aster,2013,True Love Story,True Love Story,eng,4.08,18327,https://images.gr-assets.com/books/1358169338m/17166702.jpg,https://images.gr-assets.com/books/1358169338s/17166702.jpg
8835,27423283,"Corina Bomann, Alison Layland",2013,Der Mondscheingarten,The Moonlit Garden,eng,3.74,10944,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8836,6452806,Edward M. Kennedy,2009,True Compass: A Memoir,True Compass: A Memoir,en-US,3.99,10111,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8837,3760,Ian Fleming,1956,Diamonds are Forever,"Diamonds Are Forever (James Bond, #4)",eng,3.59,10205,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8838,2978,James Hilton,1933,Lost Horizon,Lost Horizon,,3.9,10907,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8839,23492288,Caroline Kepnes,2016,Hidden Bodies,"Hidden Bodies (You, #2)",eng,3.87,11777,https://images.gr-assets.com/books/1437414470m/23492288.jpg,https://images.gr-assets.com/books/1437414470s/23492288.jpg
8840,349929,"Nella Larsen, Ntozake Shange, Thadious M. Davis",1929,Passing,Passing,eng,3.8,10544,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8841,47701,"Neil Gaiman, Michael Reaves",2007,InterWorld,"InterWorld (InterWorld, #1)",en-US,3.51,12419,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8842,23232,David Levithan,2004,The Realm of Possibility,The Realm of Possibility,en-US,3.94,13390,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
